Batch Index,inference(ms),cuda_graph(ms),diff,inference sum,cuda graph sum
347,0.011854,0.011707,0.000147,4.436951999999995,4.401539999999999
348,0.011901,0.011848,5.3e-05,4.448852999999995,4.4133879999999985
349,0.011847,0.011806,4.1e-05,4.460699999999996,4.4251939999999985
350,0.011876,0.011797,7.9e-05,4.472575999999996,4.436990999999998
351,0.011936,0.011861,7.5e-05,4.484511999999996,4.448851999999998
352,0.011866,0.012058,-0.000192,4.496377999999996,4.4609099999999975
353,0.011874,0.011866,8e-06,4.508251999999996,4.472775999999998
354,0.011978,0.011669,0.000309,4.520229999999996,4.484444999999998
355,0.012024,0.011835,0.000189,4.5322539999999965,4.496279999999998
356,0.011794,0.011867,-7.3e-05,4.5440479999999965,4.5081469999999975
357,0.011856,0.011842,1.4e-05,4.555903999999996,4.519988999999997
358,0.011959,0.011902,5.7e-05,4.5678629999999965,4.531890999999997
359,0.011834,0.011907,-7.3e-05,4.579696999999997,4.543797999999997
360,0.011905,0.011929,-2.4e-05,4.591601999999996,4.555726999999997
361,0.011961,0.011768,0.000193,4.603562999999997,4.567494999999997
362,0.011924,0.011818,0.000106,4.615486999999996,4.579312999999997
363,0.011839,0.011867,-2.8e-05,4.6273259999999965,4.591179999999997
364,0.01197,0.011881,8.9e-05,4.639295999999996,4.603060999999997
365,0.012043,0.011895,0.000148,4.651338999999997,4.614955999999997
366,0.011924,0.011862,6.2e-05,4.663262999999996,4.6268179999999965
367,0.012036,0.01184,0.000196,4.675298999999996,4.638657999999997
368,0.011939,0.011845,9.4e-05,4.687237999999996,4.650502999999997
369,0.011888,0.011825,6.3e-05,4.699125999999996,4.662327999999997
370,0.012122,0.011858,0.000264,4.711247999999996,4.674185999999997
371,0.012053,0.011805,0.000248,4.723300999999996,4.685990999999997
372,0.011952,0.011885,6.7e-05,4.735252999999996,4.697875999999997
373,0.011945,0.011798,0.000147,4.747197999999996,4.709673999999997
374,0.011978,0.011667,0.000311,4.759175999999996,4.721340999999997
375,0.012035,0.011908,0.000127,4.771210999999996,4.733248999999997
376,0.011803,0.011885,-8.2e-05,4.783013999999995,4.7451339999999975
377,0.012056,0.011799,0.000257,4.7950699999999955,4.756932999999997
378,0.014686,0.014445,0.000241,4.809755999999996,4.771377999999998
379,0.011965,0.01183,0.000135,4.821720999999996,4.7832079999999975
380,0.011983,0.011991,-8e-06,4.833703999999996,4.7951989999999975
381,0.013713,0.013328,0.000385,4.847416999999996,4.808526999999997
382,0.012152,0.011796,0.000356,4.859568999999996,4.8203229999999975
383,0.01196,0.011852,0.000108,4.871528999999996,4.832174999999998
384,0.011917,0.011962,-4.5e-05,4.883445999999997,4.844136999999997
385,0.011975,0.011919,5.6e-05,4.895420999999996,4.856055999999997
386,0.011879,0.011939,-6e-05,4.907299999999997,4.867994999999997
387,0.011949,0.011982,-3.3e-05,4.919248999999997,4.879976999999997
388,0.011953,0.011885,6.8e-05,4.931201999999997,4.891861999999997
389,0.017315,0.016814,0.000501,4.948516999999997,4.908675999999997
390,0.011834,0.011824,1e-05,4.9603509999999975,4.920499999999997
391,0.011834,0.011784,5e-05,4.972184999999998,4.932283999999997
392,0.011886,0.011904,-1.8e-05,4.9840709999999975,4.944187999999997
393,0.011899,0.011907,-8e-06,4.995969999999997,4.956094999999997
394,0.011992,0.011878,0.000114,5.007961999999997,4.967972999999997
395,0.01183,0.011964,-0.000134,5.019791999999997,4.979936999999997
396,0.011919,0.011863,5.6e-05,5.031710999999997,4.991799999999997
397,0.011929,0.011774,0.000155,5.043639999999997,5.003573999999997
398,0.011938,0.011783,0.000155,5.055577999999997,5.015356999999997
